206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,1,0,0,0,0,0,0,0,0.00
206387103.421,0.50,1,0x0005,1,0,,0,00,1,,0,0.00
